"steps"	"date"	"interval"
"3754"	0	"2012-10-16"	45
"3755"	0	"2012-10-16"	50
"3756"	0	"2012-10-16"	55
"3757"	0	"2012-10-16"	100
"3758"	0	"2012-10-16"	105
"3759"	0	"2012-10-16"	110
"3760"	0	"2012-10-16"	115
"3761"	0	"2012-10-16"	120
"3762"	0	"2012-10-16"	125
"3763"	0	"2012-10-16"	130
"3764"	0	"2012-10-16"	135
"3765"	4	"2012-10-16"	140
"3766"	0	"2012-10-16"	145
"3767"	0	"2012-10-16"	150
"3768"	0	"2012-10-16"	155
"3769"	0	"2012-10-16"	200
"3770"	0	"2012-10-16"	205
"3771"	0	"2012-10-16"	210
"3772"	0	"2012-10-16"	215
"3773"	0	"2012-10-16"	220
"3774"	0	"2012-10-16"	225
"3775"	0	"2012-10-16"	230
"3776"	12	"2012-10-16"	235
"3777"	0	"2012-10-16"	240
"3778"	0	"2012-10-16"	245
"3779"	0	"2012-10-16"	250
"3780"	0	"2012-10-16"	255
"3781"	0	"2012-10-16"	300
"3782"	0	"2012-10-16"	305
"3783"	0	"2012-10-16"	310
"3784"	0	"2012-10-16"	315
"3785"	0	"2012-10-16"	320
"3786"	0	"2012-10-16"	325
"3787"	0	"2012-10-16"	330
"3788"	0	"2012-10-16"	335
"3789"	0	"2012-10-16"	340
"3790"	0	"2012-10-16"	345
"3791"	0	"2012-10-16"	350
"3792"	0	"2012-10-16"	355
"3793"	0	"2012-10-16"	400
"3794"	0	"2012-10-16"	405
"3795"	0	"2012-10-16"	410
"3796"	0	"2012-10-16"	415
"3797"	0	"2012-10-16"	420
"3798"	0	"2012-10-16"	425
"3799"	0	"2012-10-16"	430
"3800"	0	"2012-10-16"	435
"3801"	0	"2012-10-16"	440
"3802"	0	"2012-10-16"	445
"3803"	0	"2012-10-16"	450
"3804"	0	"2012-10-16"	455
"3805"	0	"2012-10-16"	500
"3806"	0	"2012-10-16"	505
"3807"	12	"2012-10-16"	510
"3808"	0	"2012-10-16"	515
"3809"	0	"2012-10-16"	520
"3810"	0	"2012-10-16"	525
"3811"	0	"2012-10-16"	530
"3812"	0	"2012-10-16"	535
"3813"	0	"2012-10-16"	540
"3814"	0	"2012-10-16"	545
"3815"	12	"2012-10-16"	550
"3816"	0	"2012-10-16"	555
"3817"	0	"2012-10-16"	600
"3818"	17	"2012-10-16"	605
"3819"	0	"2012-10-16"	610
"3820"	0	"2012-10-16"	615
"3821"	0	"2012-10-16"	620
"3822"	0	"2012-10-16"	625
"3823"	58	"2012-10-16"	630
"3824"	178	"2012-10-16"	635
"3825"	15	"2012-10-16"	640
"3826"	55	"2012-10-16"	645
"3827"	55	"2012-10-16"	650
"3828"	83	"2012-10-16"	655
"3829"	29	"2012-10-16"	700
"3830"	57	"2012-10-16"	705
"3831"	13	"2012-10-16"	710
"3832"	38	"2012-10-16"	715
"3833"	166	"2012-10-16"	720
"3834"	65	"2012-10-16"	725
"3835"	86	"2012-10-16"	730
"3836"	58	"2012-10-16"	735
"3837"	135	"2012-10-16"	740
"3838"	119	"2012-10-16"	745
"3839"	0	"2012-10-16"	750
"3840"	80	"2012-10-16"	755
"3841"	146	"2012-10-16"	800
"3842"	89	"2012-10-16"	805
"3843"	317	"2012-10-16"	810
"3844"	758	"2012-10-16"	815
"3845"	750	"2012-10-16"	820
"3846"	721	"2012-10-16"	825
"3847"	697	"2012-10-16"	830
"3848"	743	"2012-10-16"	835
"3849"	755	"2012-10-16"	840
"3850"	737	"2012-10-16"	845
"3851"	495	"2012-10-16"	850
"3852"	385	"2012-10-16"	855
"3853"	36	"2012-10-16"	900
"3854"	31	"2012-10-16"	905
"3855"	71	"2012-10-16"	910
"3856"	0	"2012-10-16"	915
"3857"	56	"2012-10-16"	920
"3858"	100	"2012-10-16"	925
"3859"	0	"2012-10-16"	930
"3860"	0	"2012-10-16"	935
"3861"	0	"2012-10-16"	940
"3862"	29	"2012-10-16"	945
"3863"	0	"2012-10-16"	950
"3864"	0	"2012-10-16"	955
"3865"	0	"2012-10-16"	1000
"3866"	0	"2012-10-16"	1005
"3867"	16	"2012-10-16"	1010
"3868"	433	"2012-10-16"	1015
"3869"	143	"2012-10-16"	1020
"3870"	7	"2012-10-16"	1025
"3871"	232	"2012-10-16"	1030
"3872"	0	"2012-10-16"	1035
"3873"	0	"2012-10-16"	1040
"3874"	0	"2012-10-16"	1045
"3875"	0	"2012-10-16"	1050
"3876"	46	"2012-10-16"	1055
"3877"	0	"2012-10-16"	1100
"3878"	0	"2012-10-16"	1105
"3879"	0	"2012-10-16"	1110
"3880"	0	"2012-10-16"	1115
"3881"	0	"2012-10-16"	1120
"3882"	0	"2012-10-16"	1125
"3883"	0	"2012-10-16"	1130
"3884"	0	"2012-10-16"	1135
"3885"	0	"2012-10-16"	1140
"3886"	0	"2012-10-16"	1145
"3887"	0	"2012-10-16"	1150
"3888"	0	"2012-10-16"	1155
"3889"	0	"2012-10-16"	1200
"3890"	0	"2012-10-16"	1205
"3891"	36	"2012-10-16"	1210
"3892"	0	"2012-10-16"	1215
"3893"	16	"2012-10-16"	1220
"3894"	92	"2012-10-16"	1225
"3895"	96	"2012-10-16"	1230
"3896"	0	"2012-10-16"	1235
"3897"	56	"2012-10-16"	1240
"3898"	0	"2012-10-16"	1245
"3899"	21	"2012-10-16"	1250
"3900"	308	"2012-10-16"	1255
"3901"	120	"2012-10-16"	1300
"3902"	0	"2012-10-16"	1305
"3903"	0	"2012-10-16"	1310
"3904"	0	"2012-10-16"	1315
"3905"	0	"2012-10-16"	1320
"3906"	81	"2012-10-16"	1325
"3907"	11	"2012-10-16"	1330
"3908"	57	"2012-10-16"	1335
"3909"	0	"2012-10-16"	1340
"3910"	0	"2012-10-16"	1345
"3911"	0	"2012-10-16"	1350
"3912"	0	"2012-10-16"	1355
"3913"	0	"2012-10-16"	1400
"3914"	0	"2012-10-16"	1405
"3915"	28	"2012-10-16"	1410
"3916"	41	"2012-10-16"	1415
"3917"	179	"2012-10-16"	1420
"3918"	143	"2012-10-16"	1425
"3919"	13	"2012-10-16"	1430
"3920"	0	"2012-10-16"	1435
"3921"	0	"2012-10-16"	1440
"3922"	0	"2012-10-16"	1445
"3923"	0	"2012-10-16"	1450
"3924"	0	"2012-10-16"	1455
"3925"	0	"2012-10-16"	1500
"3926"	211	"2012-10-16"	1505
"3927"	0	"2012-10-16"	1510
"3928"	168	"2012-10-16"	1515
"3929"	0	"2012-10-16"	1520
"3930"	8	"2012-10-16"	1525
"3931"	0	"2012-10-16"	1530
"3932"	0	"2012-10-16"	1535
"3933"	0	"2012-10-16"	1540
"3934"	0	"2012-10-16"	1545
"3935"	0	"2012-10-16"	1550
"3936"	0	"2012-10-16"	1555
"3937"	0	"2012-10-16"	1600
"3938"	0	"2012-10-16"	1605
"3939"	0	"2012-10-16"	1610
"3940"	0	"2012-10-16"	1615
"3941"	0	"2012-10-16"	1620
"3942"	0	"2012-10-16"	1625
"3943"	0	"2012-10-16"	1630
"3944"	0	"2012-10-16"	1635
"3945"	10	"2012-10-16"	1640
"3946"	0	"2012-10-16"	1645
"3947"	0	"2012-10-16"	1650
"3948"	0	"2012-10-16"	1655
"3949"	260	"2012-10-16"	1700
"3950"	464	"2012-10-16"	1705
"3951"	0	"2012-10-16"	1710
"3952"	15	"2012-10-16"	1715
"3953"	7	"2012-10-16"	1720
"3954"	20	"2012-10-16"	1725
"3955"	0	"2012-10-16"	1730
"3956"	0	"2012-10-16"	1735
"3957"	15	"2012-10-16"	1740
"3958"	0	"2012-10-16"	1745
"3959"	0	"2012-10-16"	1750
"3960"	0	"2012-10-16"	1755
"3961"	86	"2012-10-16"	1800
"3962"	24	"2012-10-16"	1805
"3963"	26	"2012-10-16"	1810
"3964"	19	"2012-10-16"	1815
"3965"	17	"2012-10-16"	1820
"3966"	0	"2012-10-16"	1825
"3967"	26	"2012-10-16"	1830
"3968"	107	"2012-10-16"	1835
"3969"	513	"2012-10-16"	1840
"3970"	318	"2012-10-16"	1845
"3971"	325	"2012-10-16"	1850
"3972"	467	"2012-10-16"	1855
"3973"	494	"2012-10-16"	1900
"3974"	426	"2012-10-16"	1905
"3975"	70	"2012-10-16"	1910
"3976"	67	"2012-10-16"	1915
"3977"	45	"2012-10-16"	1920
"3978"	39	"2012-10-16"	1925
"3979"	60	"2012-10-16"	1930
"3980"	19	"2012-10-16"	1935
"3981"	63	"2012-10-16"	1940
"3982"	39	"2012-10-16"	1945
"3983"	0	"2012-10-16"	1950
"3984"	0	"2012-10-16"	1955
"3985"	0	"2012-10-16"	2000
"3986"	0	"2012-10-16"	2005
"3987"	0	"2012-10-16"	2010
"3988"	0	"2012-10-16"	2015
"3989"	0	"2012-10-16"	2020
"3990"	0	"2012-10-16"	2025
"3991"	0	"2012-10-16"	2030
"3992"	0	"2012-10-16"	2035
"3993"	0	"2012-10-16"	2040
"3994"	0	"2012-10-16"	2045
"3995"	88	"2012-10-16"	2050
"3996"	0	"2012-10-16"	2055
"3997"	0	"2012-10-16"	2100
"3998"	0	"2012-10-16"	2105
"3999"	0	"2012-10-16"	2110
"4000"	0	"2012-10-16"	2115
"4001"	0	"2012-10-16"	2120
"4002"	0	"2012-10-16"	2125
"4003"	0	"2012-10-16"	2130
"4004"	0	"2012-10-16"	2135
"4005"	0	"2012-10-16"	2140
"4006"	0	"2012-10-16"	2145
"4007"	0	"2012-10-16"	2150
"4008"	0	"2012-10-16"	2155
"4009"	0	"2012-10-16"	2200
"4010"	0	"2012-10-16"	2205
"4011"	0	"2012-10-16"	2210
"4012"	0	"2012-10-16"	2215
"4013"	74	"2012-10-16"	2220
"4014"	0	"2012-10-16"	2225
"4015"	0	"2012-10-16"	2230
"4016"	0	"2012-10-16"	2235
"4017"	0	"2012-10-16"	2240
"4018"	0	"2012-10-16"	2245
"4019"	0	"2012-10-16"	2250
"4020"	0	"2012-10-16"	2255
"4021"	0	"2012-10-16"	2300
"4022"	0	"2012-10-16"	2305
"4023"	0	"2012-10-16"	2310
"4024"	0	"2012-10-16"	2315
"4025"	0	"2012-10-16"	2320
"4026"	0	"2012-10-16"	2325
"4027"	56	"2012-10-16"	2330
"4028"	0	"2012-10-16"	2335
"4029"	0	"2012-10-16"	2340
"4030"	0	"2012-10-16"	2345
"4031"	0	"2012-10-16"	2350
"4032"	0	"2012-10-16"	2355
"4033"	0	"2012-10-17"	0
"4034"	0	"2012-10-17"	5
"4035"	0	"2012-10-17"	10
"4036"	0	"2012-10-17"	15
"4037"	0	"2012-10-17"	20
"4038"	0	"2012-10-17"	25
"4039"	0	"2012-10-17"	30
"4040"	0	"2012-10-17"	35
"4041"	0	"2012-10-17"	40
"4042"	72	"2012-10-17"	45
"4043"	8	"2012-10-17"	50
"4044"	0	"2012-10-17"	55
"4045"	17	"2012-10-17"	100
"4046"	0	"2012-10-17"	105
"4047"	0	"2012-10-17"	110
"4048"	0	"2012-10-17"	115
"4049"	0	"2012-10-17"	120
"4050"	0	"2012-10-17"	125
"4051"	0	"2012-10-17"	130
"4052"	0	"2012-10-17"	135
"4053"	0	"2012-10-17"	140
"4054"	0	"2012-10-17"	145
"4055"	0	"2012-10-17"	150
"4056"	0	"2012-10-17"	155
"4057"	0	"2012-10-17"	200
"4058"	0	"2012-10-17"	205
"4059"	0	"2012-10-17"	210
"4060"	0	"2012-10-17"	215
"4061"	0	"2012-10-17"	220
"4062"	0	"2012-10-17"	225
"4063"	0	"2012-10-17"	230
"4064"	0	"2012-10-17"	235
"4065"	0	"2012-10-17"	240
"4066"	0	"2012-10-17"	245
"4067"	0	"2012-10-17"	250
"4068"	0	"2012-10-17"	255
"4069"	0	"2012-10-17"	300
"4070"	0	"2012-10-17"	305
"4071"	0	"2012-10-17"	310
"4072"	0	"2012-10-17"	315
"4073"	0	"2012-10-17"	320
"4074"	0	"2012-10-17"	325
"4075"	0	"2012-10-17"	330
"4076"	8	"2012-10-17"	335
"4077"	0	"2012-10-17"	340
"4078"	4	"2012-10-17"	345
"4079"	0	"2012-10-17"	350
"4080"	0	"2012-10-17"	355
"4081"	5	"2012-10-17"	400
"4082"	0	"2012-10-17"	405
"4083"	0	"2012-10-17"	410
"4084"	0	"2012-10-17"	415
"4085"	0	"2012-10-17"	420
"4086"	0	"2012-10-17"	425
"4087"	43	"2012-10-17"	430
"4088"	0	"2012-10-17"	435
"4089"	0	"2012-10-17"	440
"4090"	0	"2012-10-17"	445
"4091"	0	"2012-10-17"	450
"4092"	0	"2012-10-17"	455
"4093"	0	"2012-10-17"	500
"4094"	9	"2012-10-17"	505
"4095"	39	"2012-10-17"	510
"4096"	0	"2012-10-17"	515
"4097"	0	"2012-10-17"	520
"4098"	0	"2012-10-17"	525
"4099"	0	"2012-10-17"	530
"4100"	0	"2012-10-17"	535
"4101"	0	"2012-10-17"	540
"4102"	0	"2012-10-17"	545
"4103"	0	"2012-10-17"	550
"4104"	0	"2012-10-17"	555
"4105"	0	"2012-10-17"	600
"4106"	0	"2012-10-17"	605
"4107"	0	"2012-10-17"	610
"4108"	8	"2012-10-17"	615
"4109"	43	"2012-10-17"	620
"4110"	0	"2012-10-17"	625
"4111"	0	"2012-10-17"	630
"4112"	0	"2012-10-17"	635
"4113"	33	"2012-10-17"	640
"4114"	0	"2012-10-17"	645
"4115"	17	"2012-10-17"	650
"4116"	31	"2012-10-17"	655
"4117"	45	"2012-10-17"	700
"4118"	23	"2012-10-17"	705
"4119"	35	"2012-10-17"	710
"4120"	0	"2012-10-17"	715
"4121"	37	"2012-10-17"	720
"4122"	127	"2012-10-17"	725
"4123"	7	"2012-10-17"	730
"4124"	10	"2012-10-17"	735
"4125"	0	"2012-10-17"	740
"4126"	26	"2012-10-17"	745
"4127"	66	"2012-10-17"	750
"4128"	74	"2012-10-17"	755
"4129"	540	"2012-10-17"	800
"4130"	364	"2012-10-17"	805
"4131"	344	"2012-10-17"	810
"4132"	652	"2012-10-17"	815
"4133"	680	"2012-10-17"	820
"4134"	680	"2012-10-17"	825
"4135"	744	"2012-10-17"	830
"4136"	720	"2012-10-17"	835
"4137"	701	"2012-10-17"	840
"4138"	266	"2012-10-17"	845
"4139"	0	"2012-10-17"	850
"4140"	103	"2012-10-17"	855
"4141"	668	"2012-10-17"	900
"4142"	101	"2012-10-17"	905
"4143"	0	"2012-10-17"	910
"4144"	0	"2012-10-17"	915
"4145"	0	"2012-10-17"	920
"4146"	0	"2012-10-17"	925
"4147"	0	"2012-10-17"	930
"4148"	0	"2012-10-17"	935
"4149"	0	"2012-10-17"	940
"4150"	0	"2012-10-17"	945
"4151"	0	"2012-10-17"	950
"4152"	0	"2012-10-17"	955
"4153"	92	"2012-10-17"	1000
"4154"	0	"2012-10-17"	1005
"4155"	0	"2012-10-17"	1010
"4156"	0	"2012-10-17"	1015
"4157"	0	"2012-10-17"	1020
"4158"	16	"2012-10-17"	1025
"4159"	0	"2012-10-17"	1030
"4160"	0	"2012-10-17"	1035
"4161"	0	"2012-10-17"	1040
"4162"	0	"2012-10-17"	1045
"4163"	0	"2012-10-17"	1050
"4164"	0	"2012-10-17"	1055
"4165"	0	"2012-10-17"	1100
"4166"	16	"2012-10-17"	1105
"4167"	17	"2012-10-17"	1110
"4168"	199	"2012-10-17"	1115
"4169"	429	"2012-10-17"	1120
"4170"	0	"2012-10-17"	1125
"4171"	186	"2012-10-17"	1130
"4172"	160	"2012-10-17"	1135
"4173"	0	"2012-10-17"	1140
"4174"	0	"2012-10-17"	1145
"4175"	0	"2012-10-17"	1150
"4176"	0	"2012-10-17"	1155
"4177"	0	"2012-10-17"	1200
"4178"	0	"2012-10-17"	1205
"4179"	0	"2012-10-17"	1210
"4180"	0	"2012-10-17"	1215
"4181"	0	"2012-10-17"	1220
"4182"	143	"2012-10-17"	1225
"4183"	86	"2012-10-17"	1230
"4184"	0	"2012-10-17"	1235
"4185"	0	"2012-10-17"	1240
"4186"	0	"2012-10-17"	1245
"4187"	0	"2012-10-17"	1250
"4188"	0	"2012-10-17"	1255
"4189"	30	"2012-10-17"	1300
"4190"	0	"2012-10-17"	1305
"4191"	0	"2012-10-17"	1310
"4192"	8	"2012-10-17"	1315
"4193"	0	"2012-10-17"	1320
"4194"	285	"2012-10-17"	1325
"4195"	146	"2012-10-17"	1330
"4196"	3	"2012-10-17"	1335
"4197"	0	"2012-10-17"	1340
"4198"	0	"2012-10-17"	1345
"4199"	0	"2012-10-17"	1350
"4200"	0	"2012-10-17"	1355
"4201"	0	"2012-10-17"	1400
"4202"	0	"2012-10-17"	1405
"4203"	0	"2012-10-17"	1410
"4204"	0	"2012-10-17"	1415
"4205"	0	"2012-10-17"	1420
"4206"	0	"2012-10-17"	1425
"4207"	0	"2012-10-17"	1430
"4208"	0	"2012-10-17"	1435
"4209"	0	"2012-10-17"	1440
"4210"	0	"2012-10-17"	1445
"4211"	241	"2012-10-17"	1450
"4212"	11	"2012-10-17"	1455
"4213"	0	"2012-10-17"	1500
"4214"	0	"2012-10-17"	1505
"4215"	0	"2012-10-17"	1510
"4216"	0	"2012-10-17"	1515
"4217"	0	"2012-10-17"	1520
"4218"	80	"2012-10-17"	1525
"4219"	0	"2012-10-17"	1530
"4220"	0	"2012-10-17"	1535
"4221"	0	"2012-10-17"	1540
"4222"	0	"2012-10-17"	1545
"4223"	86	"2012-10-17"	1550
"4224"	48	"2012-10-17"	1555
"4225"	28	"2012-10-17"	1600
"4226"	0	"2012-10-17"	1605
"4227"	0	"2012-10-17"	1610
"4228"	0	"2012-10-17"	1615
"4229"	0	"2012-10-17"	1620
"4230"	0	"2012-10-17"	1625
"4231"	0	"2012-10-17"	1630
"4232"	0	"2012-10-17"	1635
"4233"	0	"2012-10-17"	1640
"4234"	0	"2012-10-17"	1645
"4235"	0	"2012-10-17"	1650
"4236"	137	"2012-10-17"	1655
"4237"	40	"2012-10-17"	1700
"4238"	0	"2012-10-17"	1705
"4239"	0	"2012-10-17"	1710
"4240"	63	"2012-10-17"	1715
"4241"	163	"2012-10-17"	1720
"4242"	408	"2012-10-17"	1725
"4243"	153	"2012-10-17"	1730
"4244"	0	"2012-10-17"	1735
"4245"	12	"2012-10-17"	1740
"4246"	0	"2012-10-17"	1745
"4247"	8	"2012-10-17"	1750
"4248"	0	"2012-10-17"	1755
"4249"	0	"2012-10-17"	1800
"4250"	0	"2012-10-17"	1805
"4251"	0	"2012-10-17"	1810
"4252"	115	"2012-10-17"	1815
"4253"	31	"2012-10-17"	1820
"4254"	52	"2012-10-17"	1825
"4255"	60	"2012-10-17"	1830
"4256"	0	"2012-10-17"	1835
"4257"	0	"2012-10-17"	1840
"4258"	42	"2012-10-17"	1845
"4259"	178	"2012-10-17"	1850
"4260"	479	"2012-10-17"	1855
"4261"	297	"2012-10-17"	1900
"4262"	371	"2012-10-17"	1905
"4263"	483	"2012-10-17"	1910
"4264"	319	"2012-10-17"	1915
"4265"	26	"2012-10-17"	1920
"4266"	14	"2012-10-17"	1925
"4267"	79	"2012-10-17"	1930
"4268"	0	"2012-10-17"	1935
"4269"	0	"2012-10-17"	1940
"4270"	0	"2012-10-17"	1945
"4271"	47	"2012-10-17"	1950
"4272"	0	"2012-10-17"	1955
"4273"	0	"2012-10-17"	2000
"4274"	0	"2012-10-17"	2005
"4275"	0	"2012-10-17"	2010
"4276"	0	"2012-10-17"	2015
"4277"	0	"2012-10-17"	2020
"4278"	0	"2012-10-17"	2025
"4279"	0	"2012-10-17"	2030
"4280"	0	"2012-10-17"	2035
"4281"	0	"2012-10-17"	2040
"4282"	0	"2012-10-17"	2045
"4283"	0	"2012-10-17"	2050
"4284"	0	"2012-10-17"	2055
"4285"	0	"2012-10-17"	2100
"4286"	88	"2012-10-17"	2105
"4287"	68	"2012-10-17"	2110
"4288"	6	"2012-10-17"	2115
"4289"	0	"2012-10-17"	2120
"4290"	0	"2012-10-17"	2125
"4291"	0	"2012-10-17"	2130
"4292"	0	"2012-10-17"	2135
"4293"	0	"2012-10-17"	2140
"4294"	8	"2012-10-17"	2145
"4295"	0	"2012-10-17"	2150
"4296"	0	"2012-10-17"	2155
"4297"	0	"2012-10-17"	2200
"4298"	0	"2012-10-17"	2205
"4299"	0	"2012-10-17"	2210
"4300"	0	"2012-10-17"	2215
"4301"	8	"2012-10-17"	2220
"4302"	0	"2012-10-17"	2225
"4303"	8	"2012-10-17"	2230
"4304"	0	"2012-10-17"	2235
"4305"	0	"2012-10-17"	2240
"4306"	0	"2012-10-17"	2245
"4307"	0	"2012-10-17"	2250
"4308"	0	"2012-10-17"	2255
"4309"	0	"2012-10-17"	2300
"4310"	0	"2012-10-17"	2305
"4311"	0	"2012-10-17"	2310
"4312"	0	"2012-10-17"	2315
"4313"	0	"2012-10-17"	2320
"4314"	0	"2012-10-17"	2325
"4315"	0	"2012-10-17"	2330
"4316"	0	"2012-10-17"	2335
"4317"	0	"2012-10-17"	2340
"4318"	0	"2012-10-17"	2345
"4319"	0	"2012-10-17"	2350
"4320"	29	"2012-10-17"	2355
"4321"	0	"2012-10-18"	0
"4322"	0	"2012-10-18"	5
"4323"	0	"2012-10-18"	10
"4324"	0	"2012-10-18"	15
"4325"	0	"2012-10-18"	20
"4326"	11	"2012-10-18"	25
"4327"	0	"2012-10-18"	30
"4328"	0	"2012-10-18"	35
"4329"	0	"2012-10-18"	40
"4330"	0	"2012-10-18"	45
"4331"	0	"2012-10-18"	50
"4332"	0	"2012-10-18"	55
"4333"	0	"2012-10-18"	100
"4334"	0	"2012-10-18"	105
"4335"	0	"2012-10-18"	110
"4336"	0	"2012-10-18"	115
"4337"	0	"2012-10-18"	120
"4338"	0	"2012-10-18"	125
"4339"	42	"2012-10-18"	130
"4340"	0	"2012-10-18"	135
"4341"	0	"2012-10-18"	140
"4342"	0	"2012-10-18"	145
"4343"	0	"2012-10-18"	150
"4344"	0	"2012-10-18"	155
"4345"	0	"2012-10-18"	200
"4346"	0	"2012-10-18"	205
"4347"	0	"2012-10-18"	210
"4348"	0	"2012-10-18"	215
"4349"	0	"2012-10-18"	220
"4350"	0	"2012-10-18"	225
"4351"	0	"2012-10-18"	230
"4352"	0	"2012-10-18"	235
"4353"	0	"2012-10-18"	240
"4354"	0	"2012-10-18"	245
"4355"	0	"2012-10-18"	250
"4356"	0	"2012-10-18"	255
"4357"	0	"2012-10-18"	300
"4358"	0	"2012-10-18"	305
"4359"	0	"2012-10-18"	310
"4360"	0	"2012-10-18"	315
"4361"	0	"2012-10-18"	320
"4362"	0	"2012-10-18"	325
"4363"	0	"2012-10-18"	330
"4364"	12	"2012-10-18"	335
"4365"	0	"2012-10-18"	340
"4366"	0	"2012-10-18"	345
"4367"	0	"2012-10-18"	350
"4368"	0	"2012-10-18"	355
"4369"	0	"2012-10-18"	400
"4370"	0	"2012-10-18"	405
"4371"	0	"2012-10-18"	410
"4372"	0	"2012-10-18"	415
"4373"	9	"2012-10-18"	420
"4374"	0	"2012-10-18"	425
"4375"	0	"2012-10-18"	430
"4376"	0	"2012-10-18"	435
"4377"	0	"2012-10-18"	440
"4378"	0	"2012-10-18"	445
"4379"	68	"2012-10-18"	450
"4380"	0	"2012-10-18"	455
"4381"	0	"2012-10-18"	500
"4382"	0	"2012-10-18"	505
"4383"	0	"2012-10-18"	510
"4384"	0	"2012-10-18"	515
"4385"	0	"2012-10-18"	520
"4386"	8	"2012-10-18"	525
"4387"	0	"2012-10-18"	530
"4388"	0	"2012-10-18"	535
"4389"	0	"2012-10-18"	540
"4390"	0	"2012-10-18"	545
"4391"	0	"2012-10-18"	550
"4392"	11	"2012-10-18"	555
"4393"	0	"2012-10-18"	600
"4394"	0	"2012-10-18"	605
"4395"	0	"2012-10-18"	610
"4396"	20	"2012-10-18"	615
"4397"	0	"2012-10-18"	620
"4398"	65	"2012-10-18"	625
"4399"	22	"2012-10-18"	630
"4400"	0	"2012-10-18"	635
"4401"	0	"2012-10-18"	640
"4402"	33	"2012-10-18"	645
"4403"	32	"2012-10-18"	650
"4404"	81	"2012-10-18"	655
"4405"	62	"2012-10-18"	700
"4406"	0	"2012-10-18"	705
"4407"	12	"2012-10-18"	710
"4408"	68	"2012-10-18"	715
"4409"	0	"2012-10-18"	720
"4410"	0	"2012-10-18"	725
"4411"	114	"2012-10-18"	730
"4412"	20	"2012-10-18"	735
"4413"	0	"2012-10-18"	740
"4414"	0	"2012-10-18"	745
"4415"	0	"2012-10-18"	750
"4416"	0	"2012-10-18"	755
"4417"	105	"2012-10-18"	800
"4418"	48	"2012-10-18"	805
"4419"	619	"2012-10-18"	810
"4420"	759	"2012-10-18"	815
"4421"	735	"2012-10-18"	820
"4422"	618	"2012-10-18"	825
"4423"	446	"2012-10-18"	830
"4424"	757	"2012-10-18"	835
"4425"	608	"2012-10-18"	840
"4426"	568	"2012-10-18"	845
"4427"	571	"2012-10-18"	850
"4428"	355	"2012-10-18"	855
"4429"	55	"2012-10-18"	900
"4430"	32	"2012-10-18"	905
"4431"	79	"2012-10-18"	910
"4432"	49	"2012-10-18"	915
"4433"	0	"2012-10-18"	920
"4434"	0	"2012-10-18"	925
"4435"	0	"2012-10-18"	930
"4436"	0	"2012-10-18"	935
"4437"	0	"2012-10-18"	940
"4438"	0	"2012-10-18"	945
"4439"	0	"2012-10-18"	950
"4440"	0	"2012-10-18"	955
"4441"	0	"2012-10-18"	1000
"4442"	0	"2012-10-18"	1005
"4443"	0	"2012-10-18"	1010
"4444"	0	"2012-10-18"	1015
"4445"	0	"2012-10-18"	1020
"4446"	0	"2012-10-18"	1025
"4447"	0	"2012-10-18"	1030
"4448"	0	"2012-10-18"	1035
"4449"	0	"2012-10-18"	1040
"4450"	0	"2012-10-18"	1045
"4451"	0	"2012-10-18"	1050
"4452"	0	"2012-10-18"	1055
"4453"	0	"2012-10-18"	1100
"4454"	0	"2012-10-18"	1105
"4455"	0	"2012-10-18"	1110
"4456"	0	"2012-10-18"	1115
"4457"	0	"2012-10-18"	1120
"4458"	0	"2012-10-18"	1125
"4459"	0	"2012-10-18"	1130
"4460"	0	"2012-10-18"	1135
"4461"	0	"2012-10-18"	1140
"4462"	0	"2012-10-18"	1145
"4463"	0	"2012-10-18"	1150
"4464"	0	"2012-10-18"	1155
"4465"	0	"2012-10-18"	1200
"4466"	0	"2012-10-18"	1205
"4467"	0	"2012-10-18"	1210
"4468"	193	"2012-10-18"	1215
"4469"	37	"2012-10-18"	1220
"4470"	0	"2012-10-18"	1225
"4471"	0	"2012-10-18"	1230
"4472"	0	"2012-10-18"	1235
"4473"	0	"2012-10-18"	1240
"4474"	0	"2012-10-18"	1245
"4475"	0	"2012-10-18"	1250
"4476"	0	"2012-10-18"	1255
"4477"	0	"2012-10-18"	1300
"4478"	0	"2012-10-18"	1305
"4479"	0	"2012-10-18"	1310
"4480"	0	"2012-10-18"	1315
"4481"	0	"2012-10-18"	1320
"4482"	0	"2012-10-18"	1325
"4483"	0	"2012-10-18"	1330
"4484"	0	"2012-10-18"	1335
"4485"	0	"2012-10-18"	1340
"4486"	0	"2012-10-18"	1345
"4487"	0	"2012-10-18"	1350
"4488"	0	"2012-10-18"	1355
"4489"	0	"2012-10-18"	1400
"4490"	0	"2012-10-18"	1405
"4491"	0	"2012-10-18"	1410
"4492"	0	"2012-10-18"	1415
"4493"	0	"2012-10-18"	1420
"4494"	0	"2012-10-18"	1425
"4495"	0	"2012-10-18"	1430
"4496"	63	"2012-10-18"	1435
"4497"	4	"2012-10-18"	1440
"4498"	0	"2012-10-18"	1445
"4499"	0	"2012-10-18"	1450
"4500"	0	"2012-10-18"	1455
"4501"	0	"2012-10-18"	1500
"4502"	0	"2012-10-18"	1505
"4503"	0	"2012-10-18"	1510
"4504"	0	"2012-10-18"	1515
"4505"	0	"2012-10-18"	1520
"4506"	0	"2012-10-18"	1525
"4507"	0	"2012-10-18"	1530
